# Source: SIMBAD, Downloaded: 2025-07-22T13:01:31.174815 UTC
M_number,name,ra,dec,type,distance_ly,apparent_magnitude
M 76,M  76,25.58189905342,51.57542638057,PN,4.683600159999999,17.479999542236328
M 76,M  76,25.58189905342,51.57542638057,PN,2433.12376,17.479999542236328
M103,M 103,23.3379,60.65370000000001,OpC,6722.075159999999,7.400000095367432
M103,M 103,23.3379,60.65370000000001,OpC,8160.4231199999995,7.400000095367432
M103,M 103,23.3379,60.65370000000001,OpC,7175.432,7.400000095367432
M103,M 103,23.3379,60.65370000000001,OpC,7475.4955199999995,7.400000095367432
M103,M 103,23.3379,60.65370000000001,OpC,7155.862639999999,7.400000095367432
M 82,M  82,148.96845833333333,69.67970277777778,AGN,10.9914572,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,12.6874684,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,11.774231599999998,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,11.787603996,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,11.774231599999998,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,11.513306799999999,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,11.513306799999999,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,12.6874684,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,12.720083999999998,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,15.949028399999998,8.40999984741211
M 82,M  82,148.96845833333333,69.67970277777778,AGN,16.960112,8.40999984741211
M 81,M  81,148.88821939854,69.06529514038,Sy2,15.981644,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.0566884,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.8394628,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,12.6874684,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.3176132,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.578537999999998,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.578537999999998,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,12.067772,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.7334621,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,12.067772,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.774231599999998,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.774231599999998,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.8720784,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,14.024707999999999,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,12.2960812,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,11.741615999999999,6.940000057220459
M 81,M  81,148.88821939854,69.06529514038,Sy2,13.4050116,6.940000057220459
M102,M 102,226.62317083333332,55.76330833333333,SyG,47.944931999999994,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,50.2932552,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,47.143892863999994,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,48.0101632,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,48.0101632,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,48.597243999999996,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,50.064946,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,48.923399999999994,9.890000343322754
M102,M 102,226.62317083333332,55.76330833333333,SyG,42.1719708,9.890000343322754
M101,M 101,210.80242916666668,54.34875,GiP,21.852452,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,22.7656888,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,22.667842,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,23.196540875999997,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,22.667842,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,22.667842,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,23.483231999999997,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,21.852452,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,24.461699999999997,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,16.112106400000002,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,21.852452,7.860000133514404
M101,M 101,210.80242916666668,54.34875,GiP,17.612424,7.860000133514404
M108,M 108,167.87902916666664,55.67412222222222,AGN,27.6254132,
M108,M 108,167.87902916666664,55.67412222222222,AGN,28.538649999999997,
M108,M 108,167.87902916666664,55.67412222222222,AGN,33.920224,
M108,M 108,167.87902916666664,55.67412222222222,AGN,32.289443999999996,
M108,M 108,167.87902916666664,55.67412222222222,AGN,31.147898,
M108,M 108,167.87902916666664,55.67412222222222,AGN,28.701728,
M108,M 108,167.87902916666664,55.67412222222222,AGN,32.6156,
M108,M 108,167.87902916666664,55.67412222222222,AGN,38.812564,
M108,M 108,167.87902916666664,55.67412222222222,AGN,27.1361792,
M108,M 108,167.87902916666664,55.67412222222222,AGN,32.6156,
M108,M 108,167.87902916666664,55.67412222222222,AGN,39.4322604,
M108,M 108,167.87902916666664,55.67412222222222,AGN,49.249556,
M 97,M  97,168.69880122825,55.01902300891,PN,2.26026108,15.777000427246094
M 97,M  97,168.69880122825,55.01902300891,PN,2641.57984428,15.777000427246094
M 97,M  97,168.69880122825,55.01902300891,PN,2868.314036956,15.777000427246094
M 97,M  97,168.69880122825,55.01902300891,PN,2025.4287599999998,15.777000427246094
M109,M 109,179.39984644985,53.37472391176001,GiG,78.27744,
M109,M 109,179.39984644985,53.37472391176001,GiG,63.8939604,
M109,M 109,179.39984644985,53.37472391176001,GiG,85.3876408,
M109,M 109,179.39984644985,53.37472391176001,GiG,94.58524,
M109,M 109,179.39984644985,53.37472391176001,GiG,77.29897199999999,
M109,M 109,179.39984644985,53.37472391176001,GiG,87.3771924,
M109,M 109,179.39984644985,53.37472391176001,GiG,67.514292,
M109,M 109,179.39984644985,53.37472391176001,GiG,71.75431999999999,
M109,M 109,179.39984644985,53.37472391176001,GiG,59.9148572,
M 51,M  51,202.469575,47.19525833333333,Sy2,26.09248,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,24.853087199999997,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,27.397104,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,24.787855999999998,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,22.080761199999998,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,27.397104,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,24.5595468,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,20.221671999999998,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,25.114012,8.359999656677246
M 51,M  51,202.469575,47.19525833333333,Sy2,26.09248,8.359999656677246
M106,M 106,184.7400833333333,47.30371944444444,Sy2,27.755875599999996,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,22.667842,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,26.0272488,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.755240399999998,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.298621999999998,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,25.5380148,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,22.341685999999996,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.9835496,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.855696448,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.9835496,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,23.842003599999998,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,23.483231999999997,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,23.842003599999998,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,23.157075999999996,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.461699999999997,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,21.526296,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,22.83092,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,24.3964688,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,23.483231999999997,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,22.341685999999996,8.40999984741211
M106,M 106,184.7400833333333,47.30371944444444,Sy2,22.178607999999997,8.40999984741211
M 79,M  79,81.04412500000002,-24.52425,GlC,0.04240028,8.15999984741211
M 38,M  38,82.1668,35.819,OpC,3.3920224,6.400000095367432
M 38,M  38,82.1668,35.819,OpC,3.7768864799999995,6.400000095367432
M 38,M  38,82.1668,35.819,OpC,3600.7622399999996,6.400000095367432
M 38,M  38,82.1668,35.819,OpC,3734.4862,6.400000095367432
M 38,M  38,82.1668,35.819,OpC,3483.34608,6.400000095367432
M 38,M  38,82.1668,35.819,OpC,3731.22464,6.400000095367432
M 38,M  38,82.1668,35.819,OpC,3476.82296,6.400000095367432
M 36,M  36,84.0826,34.133900000000004,OpC,3789.93272,6.0
M 36,M  36,84.0826,34.133900000000004,OpC,4344.397919999999,6.0
M 36,M  36,84.0826,34.133900000000004,OpC,3542.0541599999997,6.0
M 36,M  36,84.0826,34.133900000000004,OpC,3913.872,6.0
M 36,M  36,84.0826,34.133900000000004,OpC,4298.73608,6.0
M 41,M  41,101.51290000000002,-20.7186,OpC,2.1526296,4.5
M 41,M  41,101.51290000000002,-20.7186,OpC,2298.3985010799997,4.5
M 41,M  41,101.51290000000002,-20.7186,OpC,2243.9532799999997,4.5
M 41,M  41,101.51290000000002,-20.7186,OpC,2273.30732,4.5
M 41,M  41,101.51290000000002,-20.7186,OpC,2299.3997999999997,4.5
M 41,M  41,101.51290000000002,-20.7186,OpC,2260.2610799999998,4.5
M 30,M  30,325.0921666666667,-23.17986111111111,GlC,0.022830919999999998,7.099999904632568
M  2,M   2,323.36258333333336,-0.8232499999999998,GlC,0.039138719999999995,6.25
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,47.944931999999994,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,32.917294299999995,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,61.96964,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,53.163427999999996,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,32.6156,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,45.66184,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,50.423717599999996,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,52.83727199999999,8.869999885559082
M 77,M  77,40.66962152891999,-0.01329435839,Sy2,53.81574,8.869999885559082
M 15,M  15,322.49304166666667,12.166999999999998,GlC,33.7897616,
M 15,M  15,322.49304166666667,12.166999999999998,GlC,32.289443999999996,
M 74,M  74,24.173938015259996,15.783640975640001,G,23.809388,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,23.809388,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,23.809388,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,33.235296399999996,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,33.069282996,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,23.483231999999997,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,35.877159999999996,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,37.181784,9.460000038146973
M 74,M  74,24.173938015259996,15.783640975640001,G,31.637131999999994,9.460000038146973
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.609248,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.44617,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.7397104,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2776.0441784,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2675.620746,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2497.050336,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,3.0332508,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,3.0332508,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.9680196,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.9680196,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2674.4791999999998,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.9354039999999997,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.8701727999999997,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,2.7397104,5.71999979019165
M 33,M  33,23.46206906218,30.660175111980003,GiG,13.4050116,5.71999979019165
M 32,M  32,10.67427,40.86517,GiG,2.5766324,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.5766324,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.5440168,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.283092,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.5440168,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.5440168,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.6418636,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,2.5440168,8.079999923706055
M 32,M  32,10.67427,40.86517,GiG,13.4050116,8.079999923706055
M 31,M  31,10.684708333333333,41.268750000000004,rG,2482.0471599999996,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.5766324,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.5114012,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.6744791999999995,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.5114012,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2384.20036,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2599.46332,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.5114012,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2452.69312,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2540.75524,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.283092,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.5440168,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.609248,3.440000057220459
M 31,M  31,10.684708333333333,41.268750000000004,rG,2.5440168,3.440000057220459
M110,M 110,10.09190514583,41.68541867226,GiG,2.609248,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,2.609248,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,2.6418636,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,2.283092,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,2.6418636,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,2.4787855999999997,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,2.6418636,8.069999694824219
M110,M 110,10.09190514583,41.68541867226,GiG,13.4050116,8.069999694824219
M 96,M  96,161.6906,11.819938888888887,GiP,35.877159999999996,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,32.289443999999996,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,32.9091404,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,34.311611199999994,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,31.7349788,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,33.8549928,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,33.9854552,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,33.9854552,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,34.8008452,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,37.50794,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,34.311611199999994,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,32.941756,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,34.1485332,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,39.13872,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,45.66184,9.25
M 96,M  96,161.6906,11.819938888888887,GiP,33.9854552,9.25
M105,M 105,161.95666666666665,12.581630555555554,LIN,26.418635999999996,9.760000228881836
M105,M 105,161.95666666666665,12.581630555555554,LIN,33.9528396,9.760000228881836
M105,M 105,161.95666666666665,12.581630555555554,LIN,35.942391199999996,9.760000228881836
M105,M 105,161.95666666666665,12.581630555555554,LIN,33.594068,9.760000228881836
M105,M 105,161.95666666666665,12.581630555555554,LIN,36.5620876,9.760000228881836
M105,M 105,161.95666666666665,12.581630555555554,LIN,56.098831999999994,9.760000228881836
M105,M 105,161.95666666666665,12.581630555555554,LIN,36.5947032,9.760000228881836
M 95,M  95,160.99054728575,11.703694775369998,GiP,30.332508,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.6156,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,31.147898,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,31.865441199999996,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,30.4303548,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.452521999999995,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.316514948,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.452521999999995,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,34.4746892,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,1010.431288,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,34.1485332,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,31.963288,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.6156,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.6156,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,39.13872,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,28.4081876,9.729999542236328
M 95,M  95,160.99054728575,11.703694775369998,GiP,32.6156,9.729999542236328
M 65,M  65,169.73295193949,13.092305751019998,GiP,47.944931999999994,
M 65,M  65,169.73295193949,13.092305751019998,GiP,39.791031999999994,
M 65,M  65,169.73295193949,13.092305751019998,GiP,36.920859199999995,
M 65,M  65,169.73295193949,13.092305751019998,GiP,29.027884,
M 65,M  65,169.73295193949,13.092305751019998,GiP,41.258734,
M 65,M  65,169.73295193949,13.092305751019998,GiP,47.618776,
M 65,M  65,169.73295193949,13.092305751019998,GiP,39.758416399999994,
M 65,M  65,169.73295193949,13.092305751019998,GiP,24.135544,
M 65,M  65,169.73295193949,13.092305751019998,GiP,35.877159999999996,
M 65,M  65,169.73295193949,13.092305751019998,GiP,27.005716799999995,
M 66,M  66,170.0626,12.9915,GiP,30.006351999999996,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,36.26854719999999,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,30.658663999999998,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,24.755240399999998,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,32.778678,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,34.63776719999999,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,32.9091404,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,34.963923199999996,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,30.593432800000002,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,27.1361792,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,37.447601139999996,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,27.1361792,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,29.321424399999998,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,26.09248,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,29.484502399999997,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,33.594068,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,26.09248,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,32.778678,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,29.680196,8.920000076293945
M 66,M  66,170.0626,12.9915,GiP,23.939850399999997,8.920000076293945
M 98,M  98,183.45121278623998,14.900542632,LIN,56.098831999999994,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,54.46805199999999,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,48.695090799999996,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,41.440402892,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,57.4686872,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,53.81574,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,62.948108,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,42.400279999999995,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,55.44652,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,61.382559199999996,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,62.1979492,10.140000343322754
M 98,M  98,183.45121278623998,14.900542632,LIN,54.46805199999999,10.140000343322754
M 99,M  99,184.7067708333333,14.416488888888884,H2G,54.46805199999999,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,53.81574,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,42.0170467,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,45.237837199999994,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,45.237837199999994,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,119.373096,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,55.44652,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,54.794208,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,67.6121388,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,66.56843959999999,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,54.46805199999999,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,65.2312,9.869999885559082
M 99,M  99,184.7067708333333,14.416488888888884,H2G,42.074124,9.869999885559082
